coin,strategy,sl_mult,rr,hold_bars,trades,wins,wr,total_pnl,avg_pnl,pf,max_consec_loss,sharpe
SOL,BTC_PLUS_OWN,0.6,1.5,1,1057,458,43.3,-82.51,-0.0781,0.883,11,-0.051
SOL,BTC_PLUS_OWN,0.6,1.5,2,878,381,43.4,-47.65,-0.0543,0.934,9,-0.03
SOL,BTC_PLUS_OWN,0.6,1.5,3,836,351,42.0,-52.54,-0.0628,0.931,11,-0.0322
SOL,BTC_PLUS_OWN,0.6,1.5,4,812,337,41.5,-43.6,-0.0537,0.944,13,-0.0265
SOL,BTC_PLUS_OWN,0.6,1.8,1,1057,455,43.0,-72.18,-0.0683,0.898,11,-0.0431
SOL,BTC_PLUS_OWN,0.6,1.8,2,862,359,41.6,-72.09,-0.0836,0.901,9,-0.0444
SOL,BTC_PLUS_OWN,0.6,1.8,3,808,319,39.5,-51.65,-0.0639,0.932,11,-0.0311
SOL,BTC_PLUS_OWN,0.6,1.8,4,777,298,38.4,-53.15,-0.0684,0.932,13,-0.0317
SOL,BTC_PLUS_OWN,0.6,2.0,1,1057,455,43.0,-64.45,-0.061,0.909,11,-0.038
SOL,BTC_PLUS_OWN,0.6,2.0,2,848,353,41.6,-46.9,-0.0553,0.935,9,-0.0287
SOL,BTC_PLUS_OWN,0.6,2.0,3,793,310,39.1,-17.81,-0.0225,0.976,11,-0.0105
SOL,BTC_PLUS_OWN,0.6,2.0,4,760,284,37.4,-32.6,-0.0429,0.958,13,-0.0191
SOL,BTC_PLUS_OWN,0.6,2.5,1,1057,453,42.9,-75.35,-0.0713,0.894,11,-0.044
SOL,BTC_PLUS_OWN,0.6,2.5,2,839,348,41.5,-28.41,-0.0339,0.96,9,-0.0167
SOL,BTC_PLUS_OWN,0.6,2.5,3,768,282,36.7,-28.62,-0.0373,0.961,11,-0.0166
SOL,BTC_PLUS_OWN,0.6,2.5,4,728,254,34.9,-34.03,-0.0467,0.955,14,-0.0195
SOL,BTC_PLUS_OWN,0.7,1.0,1,1090,512,47.0,-76.78,-0.0704,0.892,9,-0.0475
SOL,BTC_PLUS_OWN,0.7,1.0,2,909,439,48.3,-78.69,-0.0866,0.896,8,-0.049
SOL,BTC_PLUS_OWN,0.7,1.0,3,866,423,48.8,-82.42,-0.0952,0.896,11,-0.0505
SOL,BTC_PLUS_OWN,0.7,1.0,4,847,418,49.4,-67.58,-0.0798,0.916,10,-0.041
SOL,BTC_PLUS_OWN,0.7,1.2,1,1090,505,46.3,-48.35,-0.0444,0.932,9,-0.0285
SOL,BTC_PLUS_OWN,0.7,1.2,2,897,417,46.5,-54.15,-0.0604,0.929,8,-0.0326
SOL,BTC_PLUS_OWN,0.7,1.2,3,844,392,46.4,-68.23,-0.0808,0.915,11,-0.0402
SOL,BTC_PLUS_OWN,0.7,1.2,4,813,378,46.5,-45.24,-0.0556,0.944,13,-0.0265
SOL,BTC_PLUS_OWN,0.7,1.5,1,1090,498,45.7,-37.0,-0.0339,0.949,9,-0.0209
SOL,BTC_PLUS_OWN,0.7,1.5,2,879,395,44.9,-58.34,-0.0664,0.924,9,-0.0339
SOL,BTC_PLUS_OWN,0.7,1.5,3,819,354,43.2,-63.55,-0.0776,0.922,11,-0.0361
SOL,BTC_PLUS_OWN,0.7,1.5,4,778,329,42.3,-40.91,-0.0526,0.951,13,-0.0229
SOL,BTC_PLUS_OWN,0.7,1.8,1,1090,498,45.7,-22.91,-0.021,0.968,9,-0.0126
SOL,BTC_PLUS_OWN,0.7,1.8,2,864,387,44.8,-33.31,-0.0386,0.956,9,-0.0188
SOL,BTC_PLUS_OWN,0.7,1.8,3,791,334,42.2,-20.01,-0.0253,0.975,11,-0.0111
SOL,BTC_PLUS_OWN,0.7,1.8,4,748,298,39.8,-33.36,-0.0446,0.96,13,-0.0184
SOL,BTC_PLUS_OWN,0.7,2.0,1,1090,496,45.5,-33.36,-0.0306,0.954,9,-0.0184
SOL,BTC_PLUS_OWN,0.7,2.0,2,861,383,44.5,-40.79,-0.0474,0.946,9,-0.0228
SOL,BTC_PLUS_OWN,0.7,2.0,3,778,322,41.4,-20.59,-0.0265,0.974,11,-0.0114
SOL,BTC_PLUS_OWN,0.7,2.0,4,732,284,38.8,-43.1,-0.0589,0.947,14,-0.0236
SOL,BTC_PLUS_OWN,0.7,2.5,1,1090,494,45.3,-33.88,-0.0311,0.953,9,-0.0183
SOL,BTC_PLUS_OWN,0.7,2.5,2,852,379,44.5,-13.64,-0.016,0.982,9,-0.0073
SOL,BTC_PLUS_OWN,0.7,2.5,3,758,311,41.0,16.61,0.0219,1.022,11,0.0089
SOL,BTC_PLUS_OWN,0.7,2.5,4,708,268,37.9,-16.9,-0.0239,0.979,14,-0.0091
SOL,BTC_PLUS_OWN,0.8,1.0,1,1122,529,47.1,-28.33,-0.0252,0.961,9,-0.0161
SOL,BTC_PLUS_OWN,0.8,1.0,2,910,460,50.5,13.05,0.0143,1.017,8,0.0075
SOL,BTC_PLUS_OWN,0.8,1.0,3,856,434,50.7,-15.92,-0.0186,0.98,7,-0.009
SOL,BTC_PLUS_OWN,0.8,1.0,4,825,426,51.6,0.36,0.0004,1.0,13,0.0002
SOL,BTC_PLUS_OWN,0.8,1.2,1,1122,522,46.5,-13.09,-0.0117,0.982,9,-0.0072
SOL,BTC_PLUS_OWN,0.8,1.2,2,890,439,49.3,21.57,0.0242,1.029,8,0.012
SOL,BTC_PLUS_OWN,0.8,1.2,3,826,400,48.4,3.41,0.0041,1.004,8,0.0019
SOL,BTC_PLUS_OWN,0.8,1.2,4,789,381,48.3,20.92,0.0265,1.025,13,0.0113
SOL,BTC_PLUS_OWN,0.8,1.5,1,1122,519,46.3,7.25,0.0065,1.01,9,0.0038
SOL,BTC_PLUS_OWN,0.8,1.5,2,872,421,48.3,25.56,0.0293,1.034,7,0.0139
SOL,BTC_PLUS_OWN,0.8,1.5,3,797,366,45.9,29.26,0.0367,1.036,7,0.0155
SOL,BTC_PLUS_OWN,0.8,1.5,4,752,336,44.7,28.1,0.0374,1.033,13,0.0147
SOL,BTC_PLUS_OWN,0.8,1.8,1,1122,514,45.8,-16.89,-0.0151,0.977,9,-0.0088
SOL,BTC_PLUS_OWN,0.8,1.8,2,864,410,47.5,5.54,0.0064,1.007,7,0.003
SOL,BTC_PLUS_OWN,0.8,1.8,3,776,340,43.8,12.28,0.0158,1.015,7,0.0065
SOL,BTC_PLUS_OWN,0.8,1.8,4,724,307,42.4,11.59,0.016,1.014,14,0.006
SOL,BTC_PLUS_OWN,0.8,2.0,1,1122,513,45.7,-11.65,-0.0104,0.984,9,-0.006
SOL,BTC_PLUS_OWN,0.8,2.0,2,862,409,47.4,23.35,0.0271,1.031,7,0.0123
SOL,BTC_PLUS_OWN,0.8,2.0,3,768,334,43.5,22.57,0.0294,1.028,7,0.0117
SOL,BTC_PLUS_OWN,0.8,2.0,4,714,295,41.3,15.25,0.0214,1.018,14,0.0078
SOL,BTC_PLUS_OWN,0.8,2.5,1,1122,512,45.6,-19.92,-0.0178,0.973,9,-0.0102
SOL,BTC_PLUS_OWN,0.8,2.5,2,855,405,47.4,26.18,0.0306,1.035,7,0.0135
SOL,BTC_PLUS_OWN,0.8,2.5,3,750,326,43.5,50.66,0.0675,1.065,8,0.0255
SOL,BTC_PLUS_OWN,0.8,2.5,4,686,284,41.4,17.27,0.0252,1.022,14,0.0089
SOL,BTC_PLUS_OWN,0.9,1.0,1,1142,537,47.0,-1.22,-0.0011,0.998,9,-0.0007
SOL,BTC_PLUS_OWN,0.9,1.0,2,903,458,50.7,29.62,0.0328,1.039,12,0.0163
SOL,BTC_PLUS_OWN,0.9,1.0,3,837,429,51.3,27.7,0.0331,1.034,8,0.0148
SOL,BTC_PLUS_OWN,0.9,1.0,4,799,408,51.1,26.14,0.0327,1.03,16,0.0137
SOL,BTC_PLUS_OWN,0.9,1.2,1,1142,532,46.6,10.5,0.0092,1.014,9,0.0055
SOL,BTC_PLUS_OWN,0.9,1.2,2,886,436,49.2,3.64,0.0041,1.005,12,0.002
SOL,BTC_PLUS_OWN,0.9,1.2,3,813,397,48.8,43.35,0.0533,1.053,7,0.0225
SOL,BTC_PLUS_OWN,0.9,1.2,4,765,365,47.7,20.67,0.027,1.024,16,0.0106
SOL,BTC_PLUS_OWN,0.9,1.5,1,1142,529,46.3,12.59,0.011,1.017,9,0.0064
SOL,BTC_PLUS_OWN,0.9,1.5,2,870,422,48.5,9.58,0.011,1.012,12,0.005
SOL,BTC_PLUS_OWN,0.9,1.5,3,780,366,46.9,59.68,0.0765,1.075,7,0.0305
SOL,BTC_PLUS_OWN,0.9,1.5,4,725,328,45.2,35.54,0.049,1.041,17,0.0179
SOL,BTC_PLUS_OWN,0.9,1.8,1,1142,524,45.9,-2.25,-0.002,0.997,9,-0.0011
SOL,BTC_PLUS_OWN,0.9,1.8,2,864,415,48.0,9.1,0.0105,1.012,12,0.0047
SOL,BTC_PLUS_OWN,0.9,1.8,3,763,348,45.6,66.06,0.0866,1.083,7,0.0332
SOL,BTC_PLUS_OWN,0.9,1.8,4,703,309,44.0,43.45,0.0618,1.052,17,0.0217
SOL,BTC_PLUS_OWN,0.9,2.0,1,1142,524,45.9,-8.43,-0.0074,0.989,9,-0.0042
SOL,BTC_PLUS_OWN,0.9,2.0,2,858,412,48.0,9.68,0.0113,1.013,12,0.0049
SOL,BTC_PLUS_OWN,0.9,2.0,3,749,338,45.1,54.45,0.0727,1.069,8,0.0274
SOL,BTC_PLUS_OWN,0.9,2.0,4,689,301,43.7,35.52,0.0516,1.043,17,0.0178
SOL,BTC_PLUS_OWN,0.9,2.5,1,1142,524,45.9,-10.27,-0.009,0.986,9,-0.0051
SOL,BTC_PLUS_OWN,0.9,2.5,2,853,408,47.8,-9.27,-0.0109,0.988,12,-0.0048
SOL,BTC_PLUS_OWN,0.9,2.5,3,739,333,45.1,43.53,0.0589,1.057,8,0.0219
SOL,BTC_PLUS_OWN,0.9,2.5,4,670,293,43.7,8.17,0.0122,1.01,17,0.0042
SOL,BTC_PLUS_OWN,1.0,1.0,1,1155,542,46.9,-1.52,-0.0013,0.998,9,-0.0008
SOL,BTC_PLUS_OWN,1.0,1.0,2,894,447,50.0,26.88,0.0301,1.035,12,0.0142
SOL,BTC_PLUS_OWN,1.0,1.0,3,821,419,51.0,39.39,0.048,1.047,8,0.0202
SOL,BTC_PLUS_OWN,1.0,1.0,4,772,388,50.3,0.55,0.0007,1.001,16,0.0003
SOL,BTC_PLUS_OWN,1.0,1.2,1,1155,539,46.7,10.4,0.009,1.014,9,0.0052
SOL,BTC_PLUS_OWN,1.0,1.2,2,880,431,49.0,0.67,0.0008,1.001,12,0.0003
SOL,BTC_PLUS_OWN,1.0,1.2,3,792,391,49.4,60.29,0.0761,1.073,7,0.0302
SOL,BTC_PLUS_OWN,1.0,1.2,4,739,351,47.5,4.65,0.0063,1.005,16,0.0023
SOL,BTC_PLUS_OWN,1.0,1.5,1,1155,533,46.1,-16.02,-0.0139,0.979,9,-0.008
SOL,BTC_PLUS_OWN,1.0,1.5,2,868,418,48.2,-17.63,-0.0203,0.978,12,-0.0089
SOL,BTC_PLUS_OWN,1.0,1.5,3,769,356,46.3,27.43,0.0357,1.033,7,0.0136
SOL,BTC_PLUS_OWN,1.0,1.5,4,708,321,45.3,-2.96,-0.0042,0.997,16,-0.0015
SOL,BTC_PLUS_OWN,1.0,1.8,1,1155,532,46.1,-14.83,-0.0128,0.981,9,-0.0073
SOL,BTC_PLUS_OWN,1.0,1.8,2,862,414,48.0,-9.82,-0.0114,0.988,12,-0.0048
SOL,BTC_PLUS_OWN,1.0,1.8,3,745,340,45.6,22.72,0.0305,1.028,8,0.0112
SOL,BTC_PLUS_OWN,1.0,1.8,4,686,305,44.5,9.33,0.0136,1.011,16,0.0046
SOL,BTC_PLUS_OWN,1.0,2.0,1,1155,532,46.1,-16.11,-0.0139,0.979,9,-0.0079
SOL,BTC_PLUS_OWN,1.0,2.0,2,860,412,47.9,-11.13,-0.0129,0.986,12,-0.0054
SOL,BTC_PLUS_OWN,1.0,2.0,3,744,339,45.6,49.0,0.0659,1.061,8,0.0236
SOL,BTC_PLUS_OWN,1.0,2.0,4,677,300,44.3,7.87,0.0116,1.009,16,0.0039
SOL,BTC_PLUS_OWN,1.0,2.5,1,1155,532,46.1,-14.66,-0.0127,0.981,9,-0.0071
SOL,BTC_PLUS_OWN,1.0,2.5,2,855,409,47.8,-24.42,-0.0286,0.969,12,-0.0121
SOL,BTC_PLUS_OWN,1.0,2.5,3,736,335,45.5,16.48,0.0224,1.021,8,0.008
SOL,BTC_PLUS_OWN,1.0,2.5,4,661,292,44.2,-7.98,-0.0121,0.99,16,-0.004
SOL,BTC_PLUS_OWN,1.2,1.0,1,1176,550,46.8,8.74,0.0074,1.011,11,0.0042
SOL,BTC_PLUS_OWN,1.2,1.0,2,890,439,49.3,-0.64,-0.0007,0.999,8,-0.0003
SOL,BTC_PLUS_OWN,1.2,1.0,3,792,400,50.5,37.39,0.0472,1.043,7,0.0179
SOL,BTC_PLUS_OWN,1.2,1.0,4,736,359,48.8,-23.55,-0.032,0.975,13,-0.0111
SOL,BTC_PLUS_OWN,1.2,1.2,1,1176,545,46.3,-11.45,-0.0097,0.985,11,-0.0055
SOL,BTC_PLUS_OWN,1.2,1.2,2,879,424,48.2,-25.91,-0.0295,0.969,8,-0.0126
SOL,BTC_PLUS_OWN,1.2,1.2,3,773,373,48.3,26.99,0.0349,1.032,7,0.0129
SOL,BTC_PLUS_OWN,1.2,1.2,4,708,338,47.7,10.68,0.0151,1.012,13,0.005
SOL,BTC_PLUS_OWN,1.2,1.5,1,1176,542,46.1,-20.28,-0.0172,0.974,11,-0.0096
SOL,BTC_PLUS_OWN,1.2,1.5,2,868,418,48.2,-19.72,-0.0227,0.976,8,-0.0094
SOL,BTC_PLUS_OWN,1.2,1.5,3,749,353,47.1,22.46,0.03,1.026,8,0.0106
SOL,BTC_PLUS_OWN,1.2,1.5,4,682,312,45.7,-12.94,-0.019,0.986,13,-0.0061
SOL,BTC_PLUS_OWN,1.2,1.8,1,1176,542,46.1,-22.12,-0.0188,0.972,11,-0.0104
SOL,BTC_PLUS_OWN,1.2,1.8,2,864,412,47.7,-31.19,-0.0361,0.962,8,-0.0147
SOL,BTC_PLUS_OWN,1.2,1.8,3,744,349,46.9,26.59,0.0357,1.032,8,0.0124
SOL,BTC_PLUS_OWN,1.2,1.8,4,667,303,45.4,-31.65,-0.0475,0.964,13,-0.0149
SOL,BTC_PLUS_OWN,1.2,2.0,1,1176,542,46.1,-21.39,-0.0182,0.973,11,-0.01
SOL,BTC_PLUS_OWN,1.2,2.0,2,860,411,47.8,-43.05,-0.0501,0.947,8,-0.0206
SOL,BTC_PLUS_OWN,1.2,2.0,3,740,348,47.0,15.11,0.0204,1.018,8,0.0071
SOL,BTC_PLUS_OWN,1.2,2.0,4,656,296,45.1,-27.81,-0.0424,0.968,13,-0.0132
SOL,BTC_PLUS_OWN,1.2,2.5,1,1176,542,46.1,-10.97,-0.0093,0.986,11,-0.005
SOL,BTC_PLUS_OWN,1.2,2.5,2,858,412,48.0,-13.96,-0.0163,0.983,8,-0.0065
SOL,BTC_PLUS_OWN,1.2,2.5,3,734,345,47.0,9.85,0.0134,1.012,8,0.0046
SOL,BTC_PLUS_OWN,1.2,2.5,4,648,292,45.1,-22.07,-0.0341,0.974,13,-0.0105
SOL,COMBINED,0.5,1.0,1,978,431,44.1,-145.03,-0.1483,0.761,11,-0.1216
SOL,COMBINED,0.5,1.0,2,880,396,45.0,-145.69,-0.1656,0.768,8,-0.1231
SOL,COMBINED,0.5,1.0,3,863,384,44.5,-151.59,-0.1757,0.765,9,-0.1267
SOL,COMBINED,0.5,1.0,4,858,379,44.2,-159.39,-0.1858,0.756,9,-0.1329
SOL,COMBINED,0.5,1.2,1,978,419,42.8,-120.9,-0.1236,0.803,11,-0.0961
SOL,COMBINED,0.5,1.2,2,860,372,43.3,-96.33,-0.112,0.846,12,-0.0774
SOL,COMBINED,0.5,1.2,3,839,357,42.6,-112.39,-0.134,0.827,9,-0.0893
SOL,COMBINED,0.5,1.2,4,834,356,42.7,-104.17,-0.1249,0.841,9,-0.082
SOL,COMBINED,0.5,1.5,1,978,407,41.6,-97.67,-0.0999,0.842,11,-0.0731
SOL,COMBINED,0.5,1.5,2,845,343,40.6,-80.99,-0.0958,0.874,12,-0.0608
SOL,COMBINED,0.5,1.5,3,812,317,39.0,-81.36,-0.1002,0.877,12,-0.0602
SOL,COMBINED,0.5,1.5,4,806,318,39.5,-65.93,-0.0818,0.902,14,-0.048
SOL,COMBINED,0.5,1.8,1,978,405,41.4,-69.52,-0.0711,0.888,11,-0.0494
SOL,COMBINED,0.5,1.8,2,836,328,39.2,-66.31,-0.0793,0.898,12,-0.0474
SOL,COMBINED,0.5,1.8,3,798,298,37.3,-55.37,-0.0694,0.917,11,-0.0387
SOL,COMBINED,0.5,1.8,4,785,289,36.8,-41.4,-0.0527,0.939,14,-0.0284
SOL,COMBINED,0.5,2.0,1,978,402,41.1,-66.88,-0.0684,0.892,11,-0.0467
SOL,COMBINED,0.5,2.0,2,826,314,38.0,-68.13,-0.0825,0.896,12,-0.0476
SOL,COMBINED,0.5,2.0,3,785,278,35.4,-69.86,-0.089,0.897,11,-0.0482
SOL,COMBINED,0.5,2.0,4,766,265,34.6,-61.24,-0.08,0.911,14,-0.0415
SOL,COMBINED,0.5,2.5,1,978,402,41.1,-50.36,-0.0515,0.919,11,-0.0339
SOL,COMBINED,0.5,2.5,2,809,303,37.5,-49.63,-0.0613,0.923,12,-0.0335
SOL,COMBINED,0.5,2.5,3,755,255,33.8,-36.55,-0.0484,0.945,11,-0.0243
SOL,COMBINED,0.5,2.5,4,730,229,31.4,-79.01,-0.1082,0.885,14,-0.0529
SOL,COMBINED,0.6,1.0,1,1011,459,45.4,-117.35,-0.1161,0.82,11,-0.0854
SOL,COMBINED,0.6,1.0,2,874,421,48.2,-85.18,-0.0975,0.872,8,-0.0624
SOL,COMBINED,0.6,1.0,3,850,408,48.0,-102.19,-0.1202,0.853,9,-0.0739
SOL,COMBINED,0.6,1.0,4,838,402,48.0,-99.93,-0.1193,0.859,9,-0.0717
SOL,COMBINED,0.6,1.2,1,1011,446,44.1,-99.02,-0.0979,0.849,11,-0.0688
SOL,COMBINED,0.6,1.2,2,858,392,45.7,-65.18,-0.076,0.904,8,-0.0456
SOL,COMBINED,0.6,1.2,3,823,366,44.5,-84.69,-0.1029,0.881,11,-0.0583
SOL,COMBINED,0.6,1.2,4,808,362,44.8,-75.35,-0.0933,0.896,10,-0.0513
SOL,COMBINED,0.6,1.5,1,1011,442,43.7,-61.5,-0.0608,0.907,11,-0.0403
SOL,COMBINED,0.6,1.5,2,847,369,43.6,-48.54,-0.0573,0.93,9,-0.0321
SOL,COMBINED,0.6,1.5,3,806,338,41.9,-50.8,-0.063,0.93,11,-0.0326
SOL,COMBINED,0.6,1.5,4,785,325,41.4,-44.42,-0.0566,0.941,13,-0.0282
SOL,COMBINED,0.6,1.8,1,1011,439,43.4,-52.0,-0.0514,0.921,11,-0.0329
SOL,COMBINED,0.6,1.8,2,832,348,41.8,-68.51,-0.0823,0.902,9,-0.0442
SOL,COMBINED,0.6,1.8,3,779,307,39.4,-48.35,-0.0621,0.933,11,-0.0305
SOL,COMBINED,0.6,1.8,4,752,287,38.2,-54.39,-0.0723,0.928,13,-0.0337
SOL,COMBINED,0.6,2.0,1,1011,439,43.4,-44.53,-0.044,0.932,11,-0.0278
SOL,COMBINED,0.6,2.0,2,819,342,41.8,-49.13,-0.06,0.928,9,-0.0315
SOL,COMBINED,0.6,2.0,3,765,298,39.0,-20.76,-0.0271,0.971,11,-0.0128
SOL,COMBINED,0.6,2.0,4,736,273,37.1,-41.17,-0.0559,0.945,13,-0.0251
SOL,COMBINED,0.6,2.5,1,1011,437,43.2,-53.16,-0.0526,0.92,11,-0.0328
SOL,COMBINED,0.6,2.5,2,809,334,41.3,-44.27,-0.0547,0.935,9,-0.0275
SOL,COMBINED,0.6,2.5,3,740,270,36.5,-29.32,-0.0396,0.959,11,-0.0177
SOL,COMBINED,0.6,2.5,4,705,243,34.5,-45.73,-0.0649,0.938,14,-0.0273
SOL,COMBINED,0.7,1.0,1,1043,493,47.3,-60.81,-0.0583,0.908,9,-0.0399
SOL,COMBINED,0.7,1.0,2,876,425,48.5,-70.06,-0.08,0.903,8,-0.0459
SOL,COMBINED,0.7,1.0,3,834,410,49.2,-67.56,-0.081,0.909,11,-0.0436
SOL,COMBINED,0.7,1.0,4,817,405,49.6,-53.23,-0.0652,0.93,10,-0.0339
SOL,COMBINED,0.7,1.2,1,1043,487,46.7,-29.67,-0.0284,0.956,9,-0.0185
SOL,COMBINED,0.7,1.2,2,866,404,46.7,-52.91,-0.0611,0.927,8,-0.0334
SOL,COMBINED,0.7,1.2,3,815,380,46.6,-58.02,-0.0712,0.924,11,-0.0358
SOL,COMBINED,0.7,1.2,4,786,366,46.6,-35.07,-0.0446,0.955,13,-0.0214
SOL,COMBINED,0.7,1.5,1,1043,480,46.0,-19.84,-0.019,0.971,9,-0.0119
SOL,COMBINED,0.7,1.5,2,849,383,45.1,-57.11,-0.0673,0.922,9,-0.0347
SOL,COMBINED,0.7,1.5,3,791,343,43.4,-52.06,-0.0658,0.933,11,-0.0309
SOL,COMBINED,0.7,1.5,4,754,317,42.0,-42.87,-0.0569,0.946,13,-0.025
SOL,COMBINED,0.7,1.8,1,1043,480,46.0,-4.39,-0.0042,0.993,9,-0.0025
SOL,COMBINED,0.7,1.8,2,835,375,44.9,-36.86,-0.0441,0.95,9,-0.0217
SOL,COMBINED,0.7,1.8,3,763,323,42.3,-6.92,-0.0091,0.991,11,-0.004
SOL,COMBINED,0.7,1.8,4,723,286,39.6,-36.76,-0.0508,0.954,13,-0.0211
SOL,COMBINED,0.7,2.0,1,1043,478,45.8,-13.91,-0.0133,0.979,9,-0.0081
SOL,COMBINED,0.7,2.0,2,831,368,44.3,-50.78,-0.0611,0.931,9,-0.0297
SOL,COMBINED,0.7,2.0,3,751,311,41.4,-9.97,-0.0133,0.987,11,-0.0057
SOL,COMBINED,0.7,2.0,4,709,274,38.6,-43.17,-0.0609,0.945,14,-0.0246
SOL,COMBINED,0.7,2.5,1,1043,476,45.6,-13.4,-0.0128,0.98,9,-0.0076
SOL,COMBINED,0.7,2.5,2,823,363,44.1,-35.87,-0.0436,0.951,9,-0.0202
SOL,COMBINED,0.7,2.5,3,731,299,40.9,23.29,0.0319,1.032,11,0.013
SOL,COMBINED,0.7,2.5,4,686,258,37.6,-16.34,-0.0238,0.979,14,-0.0091
SOL,COMBINED,0.8,1.0,1,1074,509,47.4,-16.57,-0.0154,0.976,9,-0.01
SOL,COMBINED,0.8,1.0,2,878,445,50.7,14.01,0.016,1.02,8,0.0085
SOL,COMBINED,0.8,1.0,3,827,422,51.0,-1.52,-0.0018,0.998,7,-0.0009
SOL,COMBINED,0.8,1.0,4,797,414,51.9,16.59,0.0208,1.021,13,0.0097
SOL,COMBINED,0.8,1.2,1,1074,503,46.8,2.15,0.002,1.003,9,0.0012
SOL,COMBINED,0.8,1.2,2,859,425,49.5,19.99,0.0233,1.028,8,0.0117
SOL,COMBINED,0.8,1.2,3,799,389,48.7,13.67,0.0171,1.018,8,0.0078
SOL,COMBINED,0.8,1.2,4,764,370,48.4,30.25,0.0396,1.038,13,0.017
SOL,COMBINED,0.8,1.5,1,1074,500,46.6,20.67,0.0192,1.03,9,0.0115
SOL,COMBINED,0.8,1.5,2,842,407,48.3,20.35,0.0242,1.028,7,0.0116
SOL,COMBINED,0.8,1.5,3,770,356,46.2,43.92,0.057,1.058,7,0.0242
SOL,COMBINED,0.8,1.5,4,728,325,44.6,30.58,0.042,1.038,13,0.0166
SOL,COMBINED,0.8,1.8,1,1074,495,46.1,-0.79,-0.0007,0.999,9,-0.0004
SOL,COMBINED,0.8,1.8,2,833,393,47.2,-7.7,-0.0092,0.989,7,-0.0043
SOL,COMBINED,0.8,1.8,3,750,330,44.0,30.55,0.0407,1.04,7,0.0167
SOL,COMBINED,0.8,1.8,4,701,297,42.4,15.43,0.022,1.019,14,0.0083
SOL,COMBINED,0.8,2.0,1,1074,494,46.0,3.36,0.0031,1.005,9,0.0018
SOL,COMBINED,0.8,2.0,2,831,391,47.1,-1.63,-0.002,0.998,7,-0.0009
SOL,COMBINED,0.8,2.0,3,741,323,43.6,38.14,0.0515,1.051,7,0.0205
SOL,COMBINED,0.8,2.0,4,691,284,41.1,14.04,0.0203,1.017,14,0.0075
SOL,COMBINED,0.8,2.5,1,1074,493,45.9,-1.18,-0.0011,0.998,9,-0.0006
SOL,COMBINED,0.8,2.5,2,824,386,46.8,-4.83,-0.0059,0.993,7,-0.0026
SOL,COMBINED,0.8,2.5,3,725,315,43.4,56.76,0.0783,1.077,8,0.0298
SOL,COMBINED,0.8,2.5,4,664,274,41.3,19.58,0.0295,1.026,14,0.0105
SOL,COMBINED,0.9,1.0,1,1091,517,47.4,10.03,0.0092,1.014,9,0.0057
SOL,COMBINED,0.9,1.0,2,873,444,50.9,26.44,0.0303,1.036,12,0.0152
SOL,COMBINED,0.9,1.0,3,810,418,51.6,40.75,0.0503,1.053,8,0.0227
SOL,COMBINED,0.9,1.0,4,774,395,51.0,29.98,0.0387,1.037,16,0.0163
SOL,COMBINED,0.9,1.2,1,1091,512,46.9,21.27,0.0195,1.031,9,0.0117
SOL,COMBINED,0.9,1.2,2,857,423,49.4,4.93,0.0058,1.007,12,0.0028
SOL,COMBINED,0.9,1.2,3,787,387,49.2,58.67,0.0746,1.075,7,0.0318
SOL,COMBINED,0.9,1.2,4,742,353,47.6,22.53,0.0304,1.027,16,0.012
SOL,COMBINED,0.9,1.5,1,1091,509,46.7,24.26,0.0222,1.035,9,0.013
SOL,COMBINED,0.9,1.5,2,842,408,48.5,1.34,0.0016,1.002,12,0.0007
SOL,COMBINED,0.9,1.5,3,756,356,47.1,72.64,0.0961,1.095,7,0.0386
SOL,COMBINED,0.9,1.5,4,704,318,45.2,39.66,0.0563,1.048,17,0.0207
SOL,COMBINED,0.9,1.8,1,1091,504,46.2,9.72,0.0089,1.014,9,0.0052
SOL,COMBINED,0.9,1.8,2,835,399,47.8,-11.8,-0.0141,0.984,12,-0.0063
SOL,COMBINED,0.9,1.8,3,738,337,45.7,75.07,0.1017,1.1,7,0.0393
SOL,COMBINED,0.9,1.8,4,682,299,43.8,44.19,0.0648,1.055,17,0.023
SOL,COMBINED,0.9,2.0,1,1091,504,46.2,9.21,0.0084,1.013,9,0.0049
SOL,COMBINED,0.9,2.0,2,829,395,47.6,-15.24,-0.0184,0.98,12,-0.0081
SOL,COMBINED,0.9,2.0,3,726,328,45.2,66.65,0.0918,1.089,8,0.0348
SOL,COMBINED,0.9,2.0,4,670,293,43.7,46.39,0.0692,1.058,17,0.024
SOL,COMBINED,0.9,2.5,1,1091,504,46.2,4.44,0.0041,1.006,9,0.0023
SOL,COMBINED,0.9,2.5,2,825,391,47.4,-37.95,-0.046,0.949,12,-0.0204
SOL,COMBINED,0.9,2.5,3,716,323,45.1,53.42,0.0746,1.073,8,0.0279
SOL,COMBINED,0.9,2.5,4,650,284,43.7,19.11,0.0294,1.025,17,0.0101
SOL,COMBINED,1.0,1.0,1,1105,521,47.1,5.64,0.0051,1.008,9,0.0031
SOL,COMBINED,1.0,1.0,2,864,434,50.2,30.79,0.0356,1.042,12,0.0169
SOL,COMBINED,1.0,1.0,3,794,409,51.5,57.02,0.0718,1.072,8,0.0305
SOL,COMBINED,1.0,1.0,4,749,377,50.3,13.62,0.0182,1.016,16,0.0071
