coin,strategy,sl_mult,rr,hold_bars,trades,wins,wr,total_pnl,avg_pnl,pf,max_consec_loss,sharpe
LDO,BTC_PLUS_OWN,0.6,1.8,1,1007,436,43.3,-154.9,-0.1538,0.83,11,-0.0754
LDO,BTC_PLUS_OWN,0.6,1.8,2,823,322,39.1,-130.5,-0.1586,0.86,12,-0.0647
LDO,BTC_PLUS_OWN,0.6,1.8,3,773,289,37.4,-135.92,-0.1758,0.862,10,-0.0658
LDO,BTC_PLUS_OWN,0.6,1.8,4,752,282,37.5,-98.32,-0.1307,0.9,12,-0.0473
LDO,BTC_PLUS_OWN,0.6,2.0,1,1007,433,43.0,-147.32,-0.1463,0.838,11,-0.0703
LDO,BTC_PLUS_OWN,0.6,2.0,2,819,317,38.7,-122.78,-0.1499,0.868,12,-0.0597
LDO,BTC_PLUS_OWN,0.6,2.0,3,766,278,36.3,-129.41,-0.1689,0.869,11,-0.0612
LDO,BTC_PLUS_OWN,0.6,2.0,4,736,269,36.5,-77.33,-0.1051,0.921,12,-0.0365
LDO,BTC_PLUS_OWN,0.6,2.5,1,1007,430,42.7,-142.96,-0.142,0.843,11,-0.0665
LDO,BTC_PLUS_OWN,0.6,2.5,2,811,305,37.6,-152.35,-0.1878,0.836,12,-0.0733
LDO,BTC_PLUS_OWN,0.6,2.5,3,749,264,35.2,-149.63,-0.1998,0.848,14,-0.0696
LDO,BTC_PLUS_OWN,0.6,2.5,4,711,239,33.6,-119.43,-0.168,0.879,12,-0.0553
LDO,BTC_PLUS_OWN,0.7,1.0,1,1046,489,46.7,-127.05,-0.1215,0.861,7,-0.062
LDO,BTC_PLUS_OWN,0.7,1.0,2,876,426,48.6,-43.66,-0.0498,0.952,10,-0.0219
LDO,BTC_PLUS_OWN,0.7,1.0,3,838,410,48.9,-100.76,-0.1202,0.899,8,-0.0488
LDO,BTC_PLUS_OWN,0.7,1.0,4,819,405,49.5,-93.53,-0.1142,0.909,8,-0.0447
LDO,BTC_PLUS_OWN,0.7,1.2,1,1046,482,46.1,-107.62,-0.1029,0.884,8,-0.0505
LDO,BTC_PLUS_OWN,0.7,1.2,2,852,388,45.5,-63.36,-0.0744,0.931,10,-0.0312
LDO,BTC_PLUS_OWN,0.7,1.2,3,803,358,44.6,-130.7,-0.1628,0.872,8,-0.0624
LDO,BTC_PLUS_OWN,0.7,1.2,4,783,355,45.3,-97.13,-0.1241,0.907,8,-0.0455
LDO,BTC_PLUS_OWN,0.7,1.5,1,1046,478,45.7,-83.61,-0.0799,0.91,8,-0.0376
LDO,BTC_PLUS_OWN,0.7,1.5,2,831,355,42.7,-71.18,-0.0857,0.924,10,-0.0337
LDO,BTC_PLUS_OWN,0.7,1.5,3,776,318,41.0,-147.88,-0.1906,0.859,10,-0.0679
LDO,BTC_PLUS_OWN,0.7,1.5,4,750,311,41.5,-126.6,-0.1688,0.88,8,-0.0579
LDO,BTC_PLUS_OWN,0.7,1.8,1,1046,472,45.1,-88.66,-0.0848,0.905,8,-0.039
LDO,BTC_PLUS_OWN,0.7,1.8,2,822,342,41.6,-97.81,-0.119,0.896,10,-0.0459
LDO,BTC_PLUS_OWN,0.7,1.8,3,759,301,39.7,-118.34,-0.1559,0.885,11,-0.0526
LDO,BTC_PLUS_OWN,0.7,1.8,4,722,285,39.5,-116.54,-0.1614,0.889,12,-0.052
LDO,BTC_PLUS_OWN,0.7,2.0,1,1046,471,45.0,-68.39,-0.0654,0.927,8,-0.0292
LDO,BTC_PLUS_OWN,0.7,2.0,2,818,338,41.3,-86.53,-0.1058,0.907,10,-0.0397
LDO,BTC_PLUS_OWN,0.7,2.0,3,751,297,39.5,-90.87,-0.121,0.911,11,-0.0396
LDO,BTC_PLUS_OWN,0.7,2.0,4,712,279,39.2,-76.39,-0.1073,0.927,12,-0.0332
LDO,BTC_PLUS_OWN,0.7,2.5,1,1046,470,44.9,-62.57,-0.0598,0.933,8,-0.0262
LDO,BTC_PLUS_OWN,0.7,2.5,2,815,330,40.5,-105.28,-0.1292,0.888,10,-0.0472
LDO,BTC_PLUS_OWN,0.7,2.5,3,739,284,38.4,-141.09,-0.1909,0.862,11,-0.0614
LDO,BTC_PLUS_OWN,0.7,2.5,4,692,251,36.3,-167.93,-0.2427,0.84,12,-0.0733
LDO,BTC_PLUS_OWN,0.8,1.0,1,1070,502,46.9,-124.62,-0.1165,0.87,8,-0.0566
LDO,BTC_PLUS_OWN,0.8,1.0,2,862,413,47.9,-73.65,-0.0854,0.924,10,-0.0346
LDO,BTC_PLUS_OWN,0.8,1.0,3,817,393,48.1,-115.39,-0.1412,0.89,8,-0.0525
LDO,BTC_PLUS_OWN,0.8,1.0,4,787,379,48.2,-113.27,-0.1439,0.896,8,-0.0509
LDO,BTC_PLUS_OWN,0.8,1.2,1,1070,498,46.5,-91.48,-0.0855,0.905,8,-0.0398
LDO,BTC_PLUS_OWN,0.8,1.2,2,847,376,44.4,-136.97,-0.1617,0.862,10,-0.063
LDO,BTC_PLUS_OWN,0.8,1.2,3,788,349,44.3,-165.52,-0.21,0.848,8,-0.0735
LDO,BTC_PLUS_OWN,0.8,1.2,4,754,336,44.6,-136.79,-0.1814,0.877,8,-0.0602
LDO,BTC_PLUS_OWN,0.8,1.5,1,1070,493,46.1,-81.15,-0.0758,0.916,8,-0.034
LDO,BTC_PLUS_OWN,0.8,1.5,2,832,355,42.7,-121.76,-0.1463,0.878,10,-0.0537
LDO,BTC_PLUS_OWN,0.8,1.5,3,766,325,42.4,-130.06,-0.1698,0.88,11,-0.0555
LDO,BTC_PLUS_OWN,0.8,1.5,4,724,309,42.7,-91.36,-0.1262,0.916,9,-0.0389
LDO,BTC_PLUS_OWN,0.8,1.8,1,1070,489,45.7,-77.85,-0.0728,0.92,8,-0.0319
LDO,BTC_PLUS_OWN,0.8,1.8,2,826,347,42.0,-162.88,-0.1972,0.837,10,-0.0719
LDO,BTC_PLUS_OWN,0.8,1.8,3,748,313,41.8,-127.11,-0.1699,0.88,11,-0.0539
LDO,BTC_PLUS_OWN,0.8,1.8,4,699,284,40.6,-115.32,-0.165,0.893,9,-0.049
LDO,BTC_PLUS_OWN,0.8,2.0,1,1070,489,45.7,-73.98,-0.0691,0.924,8,-0.03
LDO,BTC_PLUS_OWN,0.8,2.0,2,824,340,41.3,-164.51,-0.1997,0.837,10,-0.0711
LDO,BTC_PLUS_OWN,0.8,2.0,3,743,309,41.6,-127.57,-0.1717,0.88,11,-0.0533
LDO,BTC_PLUS_OWN,0.8,2.0,4,690,267,38.7,-149.77,-0.2171,0.863,9,-0.0626
LDO,BTC_PLUS_OWN,0.8,2.5,1,1070,489,45.7,-61.81,-0.0578,0.936,8,-0.0246
LDO,BTC_PLUS_OWN,0.8,2.5,2,819,342,41.8,-112.07,-0.1368,0.887,10,-0.0468
LDO,BTC_PLUS_OWN,0.8,2.5,3,735,302,41.1,-103.95,-0.1414,0.901,11,-0.0422
LDO,BTC_PLUS_OWN,0.8,2.5,4,674,255,37.8,-165.22,-0.2451,0.848,9,-0.0682
LDO,BTC_PLUS_OWN,0.9,1.0,1,1099,517,47.0,-88.72,-0.0807,0.909,8,-0.0377
LDO,BTC_PLUS_OWN,0.9,1.0,2,858,406,47.3,-89.83,-0.1047,0.909,10,-0.0404
LDO,BTC_PLUS_OWN,0.9,1.0,3,793,375,47.3,-126.32,-0.1593,0.885,8,-0.0546
LDO,BTC_PLUS_OWN,0.9,1.0,4,753,368,48.9,-104.4,-0.1386,0.907,7,-0.0449
LDO,BTC_PLUS_OWN,0.9,1.2,1,1099,514,46.8,-71.43,-0.065,0.927,8,-0.0294
LDO,BTC_PLUS_OWN,0.9,1.2,2,841,377,44.8,-98.36,-0.117,0.902,10,-0.0431
LDO,BTC_PLUS_OWN,0.9,1.2,3,767,343,44.7,-138.08,-0.18,0.875,9,-0.0584
LDO,BTC_PLUS_OWN,0.9,1.2,4,726,334,46.0,-121.71,-0.1676,0.892,7,-0.0514
LDO,BTC_PLUS_OWN,0.9,1.5,1,1099,508,46.2,-61.09,-0.0556,0.938,8,-0.0242
LDO,BTC_PLUS_OWN,0.9,1.5,2,832,364,43.8,-119.18,-0.1432,0.882,10,-0.0509
LDO,BTC_PLUS_OWN,0.9,1.5,3,750,324,43.2,-103.96,-0.1386,0.905,11,-0.0423
LDO,BTC_PLUS_OWN,0.9,1.5,4,700,309,44.1,-93.75,-0.1339,0.916,7,-0.0382
LDO,BTC_PLUS_OWN,0.9,1.8,1,1099,507,46.1,-60.36,-0.0549,0.939,8,-0.0236
LDO,BTC_PLUS_OWN,0.9,1.8,2,826,358,43.3,-129.25,-0.1565,0.871,10,-0.0545
LDO,BTC_PLUS_OWN,0.9,1.8,3,739,318,43.0,-122.83,-0.1662,0.885,11,-0.0502
LDO,BTC_PLUS_OWN,0.9,1.8,4,685,287,41.9,-112.34,-0.164,0.899,7,-0.0452
LDO,BTC_PLUS_OWN,0.9,2.0,1,1099,507,46.1,-41.89,-0.0381,0.957,8,-0.0161
LDO,BTC_PLUS_OWN,0.9,2.0,2,823,359,43.6,-90.22,-0.1096,0.909,10,-0.0371
LDO,BTC_PLUS_OWN,0.9,2.0,3,734,316,43.1,-112.21,-0.1529,0.895,11,-0.0451
LDO,BTC_PLUS_OWN,0.9,2.0,4,677,280,41.4,-120.15,-0.1775,0.892,7,-0.048
LDO,BTC_PLUS_OWN,0.9,2.5,1,1099,507,46.1,-43.6,-0.0397,0.956,8,-0.0166
LDO,BTC_PLUS_OWN,0.9,2.5,2,818,357,43.6,-51.63,-0.0631,0.947,10,-0.0207
LDO,BTC_PLUS_OWN,0.9,2.5,3,726,309,42.6,-81.37,-0.1121,0.923,11,-0.0318
LDO,BTC_PLUS_OWN,0.9,2.5,4,661,269,40.7,-112.21,-0.1698,0.897,7,-0.0441
LDO,BTC_PLUS_OWN,1.0,1.0,1,1116,529,47.4,-47.31,-0.0424,0.952,8,-0.0191
LDO,BTC_PLUS_OWN,1.0,1.0,2,854,403,47.2,-82.82,-0.097,0.917,11,-0.0358
LDO,BTC_PLUS_OWN,1.0,1.0,3,778,372,47.8,-96.55,-0.1241,0.913,8,-0.04
LDO,BTC_PLUS_OWN,1.0,1.0,4,732,372,50.8,-8.65,-0.0118,0.992,7,-0.0035
LDO,BTC_PLUS_OWN,1.0,1.2,1,1116,523,46.9,-47.53,-0.0426,0.952,8,-0.0187
LDO,BTC_PLUS_OWN,1.0,1.2,2,837,384,45.9,-65.02,-0.0777,0.935,11,-0.0273
LDO,BTC_PLUS_OWN,1.0,1.2,3,762,350,45.9,-104.98,-0.1378,0.906,10,-0.0423
LDO,BTC_PLUS_OWN,1.0,1.2,4,710,339,47.7,-46.73,-0.0658,0.959,7,-0.0186
LDO,BTC_PLUS_OWN,1.0,1.5,1,1116,518,46.4,-55.05,-0.0493,0.945,8,-0.0212
LDO,BTC_PLUS_OWN,1.0,1.5,2,830,375,45.2,-84.19,-0.1014,0.915,11,-0.0348
LDO,BTC_PLUS_OWN,1.0,1.5,3,744,340,45.7,-66.35,-0.0892,0.939,10,-0.026
LDO,BTC_PLUS_OWN,1.0,1.5,4,682,307,45.0,-66.16,-0.097,0.941,7,-0.0262
LDO,BTC_PLUS_OWN,1.0,1.8,1,1116,518,46.4,-35.08,-0.0314,0.965,8,-0.0132
LDO,BTC_PLUS_OWN,1.0,1.8,2,825,372,45.1,-57.08,-0.0692,0.943,11,-0.0228
LDO,BTC_PLUS_OWN,1.0,1.8,3,737,333,45.2,-92.85,-0.126,0.915,10,-0.0362
LDO,BTC_PLUS_OWN,1.0,1.8,4,670,292,43.6,-113.06,-0.1687,0.899,7,-0.0443
LDO,BTC_PLUS_OWN,1.0,2.0,1,1116,518,46.4,-40.68,-0.0365,0.959,8,-0.0153
LDO,BTC_PLUS_OWN,1.0,2.0,2,823,372,45.2,-45.08,-0.0548,0.954,11,-0.018
LDO,BTC_PLUS_OWN,1.0,2.0,3,733,327,44.6,-72.93,-0.0995,0.933,10,-0.0278
LDO,BTC_PLUS_OWN,1.0,2.0,4,662,288,43.5,-100.93,-0.1525,0.91,7,-0.0391
LDO,BTC_PLUS_OWN,1.0,2.5,1,1116,518,46.4,-34.08,-0.0305,0.966,8,-0.0126
LDO,BTC_PLUS_OWN,1.0,2.5,2,820,369,45.0,-16.92,-0.0206,0.983,11,-0.0066
LDO,BTC_PLUS_OWN,1.0,2.5,3,723,322,44.5,-52.93,-0.0732,0.952,10,-0.0194
LDO,BTC_PLUS_OWN,1.0,2.5,4,647,273,42.2,-135.08,-0.2088,0.879,7,-0.0522
LDO,BTC_PLUS_OWN,1.2,1.0,1,1140,537,47.1,-33.97,-0.0298,0.966,8,-0.0128
LDO,BTC_PLUS_OWN,1.2,1.0,2,848,395,46.6,-67.24,-0.0793,0.935,11,-0.0269
LDO,BTC_PLUS_OWN,1.2,1.0,3,771,363,47.1,-94.0,-0.1219,0.918,10,-0.0363
LDO,BTC_PLUS_OWN,1.2,1.0,4,714,359,50.3,29.48,0.0413,1.026,8,0.0113
LDO,BTC_PLUS_OWN,1.2,1.2,1,1140,532,46.7,-45.21,-0.0397,0.956,8,-0.0167
LDO,BTC_PLUS_OWN,1.2,1.2,2,841,388,46.1,-88.44,-0.1052,0.913,11,-0.0353
LDO,BTC_PLUS_OWN,1.2,1.2,3,755,356,47.2,-45.65,-0.0605,0.959,10,-0.0172
LDO,BTC_PLUS_OWN,1.2,1.2,4,691,333,48.2,1.8,0.0026,1.002,8,0.0007
LDO,BTC_PLUS_OWN,1.2,1.5,1,1140,531,46.6,-25.64,-0.0225,0.975,8,-0.0092
LDO,BTC_PLUS_OWN,1.2,1.5,2,836,385,46.1,-29.24,-0.035,0.971,11,-0.0111
LDO,BTC_PLUS_OWN,1.2,1.5,3,744,343,46.1,-91.8,-0.1234,0.918,10,-0.0346
LDO,BTC_PLUS_OWN,1.2,1.5,4,674,311,46.1,-26.93,-0.04,0.976,8,-0.0101
LDO,BTC_PLUS_OWN,1.2,1.8,1,1140,531,46.6,-31.35,-0.0275,0.969,8,-0.0112
LDO,BTC_PLUS_OWN,1.2,1.8,2,831,378,45.5,-26.84,-0.0323,0.973,12,-0.01
LDO,BTC_PLUS_OWN,1.2,1.8,3,733,332,45.3,-89.78,-0.1225,0.92,10,-0.033
LDO,BTC_PLUS_OWN,1.2,1.8,4,660,303,45.9,-20.53,-0.0311,0.981,8,-0.0076
LDO,BTC_PLUS_OWN,1.2,2.0,1,1140,531,46.6,-12.79,-0.0112,0.987,8,-0.0045
LDO,BTC_PLUS_OWN,1.2,2.0,2,830,377,45.4,-9.06,-0.0109,0.991,12,-0.0033
LDO,BTC_PLUS_OWN,1.2,2.0,3,730,330,45.2,-66.75,-0.0914,0.94,10,-0.024
LDO,BTC_PLUS_OWN,1.2,2.0,4,654,298,45.6,-6.85,-0.0105,0.994,8,-0.0025
LDO,BTC_PLUS_OWN,1.2,2.5,1,1140,531,46.6,-4.92,-0.0043,0.995,8,-0.0017
LDO,BTC_PLUS_OWN,1.2,2.5,2,829,376,45.4,4.98,0.006,1.005,12,0.0018
LDO,BTC_PLUS_OWN,1.2,2.5,3,722,325,45.0,-118.7,-0.1644,0.894,10,-0.0431
LDO,BTC_PLUS_OWN,1.2,2.5,4,642,287,44.7,-33.91,-0.0528,0.969,10,-0.0125
LDO,COMBINED,0.5,1.0,1,935,412,44.1,-226.58,-0.2423,0.714,12,-0.1498
LDO,COMBINED,0.5,1.0,2,856,386,45.1,-190.25,-0.2223,0.766,12,-0.1244
LDO,COMBINED,0.5,1.0,3,838,388,46.3,-175.28,-0.2092,0.786,11,-0.1137
LDO,COMBINED,0.5,1.0,4,832,380,45.7,-189.73,-0.228,0.773,11,-0.1225
LDO,COMBINED,0.5,1.2,1,935,402,43.0,-193.68,-0.2071,0.757,12,-0.1217
LDO,COMBINED,0.5,1.2,2,841,363,43.2,-137.53,-0.1635,0.831,12,-0.085
LDO,COMBINED,0.5,1.2,3,819,355,43.3,-144.2,-0.1761,0.828,11,-0.0884
LDO,COMBINED,0.5,1.2,4,811,348,42.9,-142.51,-0.1757,0.832,11,-0.087
LDO,COMBINED,0.5,1.5,1,935,394,42.1,-153.16,-0.1638,0.81,12,-0.0905
LDO,COMBINED,0.5,1.5,2,822,330,40.1,-113.86,-0.1385,0.863,12,-0.0665
LDO,COMBINED,0.5,1.5,3,798,315,39.5,-126.73,-0.1588,0.854,12,-0.073
LDO,COMBINED,0.5,1.5,4,789,318,40.3,-77.82,-0.0986,0.91,12,-0.0441
LDO,COMBINED,0.5,1.8,1,935,391,41.8,-118.1,-0.1263,0.853,12,-0.0664
LDO,COMBINED,0.5,1.8,2,805,311,38.6,-92.98,-0.1155,0.888,12,-0.0525
LDO,COMBINED,0.5,1.8,3,773,285,36.9,-114.6,-0.1482,0.869,14,-0.0639
LDO,COMBINED,0.5,1.8,4,761,284,37.3,-53.54,-0.0704,0.938,14,-0.0292
LDO,COMBINED,0.5,2.0,1,935,390,41.7,-113.76,-0.1217,0.859,12,-0.0627
LDO,COMBINED,0.5,2.0,2,797,297,37.3,-104.69,-0.1314,0.875,12,-0.0581
LDO,COMBINED,0.5,2.0,3,760,267,35.1,-112.48,-0.148,0.872,15,-0.0612
LDO,COMBINED,0.5,2.0,4,745,260,34.9,-75.08,-0.1008,0.914,15,-0.0402
LDO,COMBINED,0.5,2.5,1,935,386,41.3,-105.18,-0.1125,0.87,12,-0.0558
LDO,COMBINED,0.5,2.5,2,788,282,35.8,-104.69,-0.1329,0.875,12,-0.0558
LDO,COMBINED,0.5,2.5,3,741,243,32.8,-109.31,-0.1475,0.876,15,-0.0566
LDO,COMBINED,0.5,2.5,4,719,232,32.3,-75.5,-0.105,0.914,15,-0.039
LDO,COMBINED,0.6,1.0,1,977,445,45.5,-193.94,-0.1985,0.773,11,-0.1105
LDO,COMBINED,0.6,1.0,2,853,398,46.7,-157.55,-0.1847,0.822,12,-0.0895
LDO,COMBINED,0.6,1.0,3,827,392,47.4,-159.73,-0.1931,0.826,10,-0.0893
LDO,COMBINED,0.6,1.0,4,817,384,47.0,-157.69,-0.193,0.831,10,-0.0872
LDO,COMBINED,0.6,1.2,1,977,436,44.6,-161.27,-0.1651,0.813,11,-0.0875
LDO,COMBINED,0.6,1.2,2,841,378,44.9,-97.24,-0.1156,0.89,12,-0.0526
LDO,COMBINED,0.6,1.2,3,815,369,45.3,-100.64,-0.1235,0.892,10,-0.053
LDO,COMBINED,0.6,1.2,4,802,363,45.3,-80.85,-0.1008,0.914,10,-0.042
LDO,COMBINED,0.6,1.5,1,977,430,44.0,-126.02,-0.129,0.855,11,-0.0648
LDO,COMBINED,0.6,1.5,2,815,340,41.7,-107.46,-0.1319,0.879,12,-0.0565
LDO,COMBINED,0.6,1.5,3,779,318,40.8,-118.27,-0.1518,0.876,10,-0.0606
LDO,COMBINED,0.6,1.5,4,764,319,41.8,-46.46,-0.0608,0.951,11,-0.0233
LDO,COMBINED,0.6,1.8,1,977,428,43.8,-116.9,-0.1196,0.866,11,-0.0583
LDO,COMBINED,0.6,1.8,2,801,315,39.3,-118.2,-0.1476,0.869,12,-0.0602
LDO,COMBINED,0.6,1.8,3,754,286,37.9,-116.73,-0.1548,0.878,10,-0.0578
LDO,COMBINED,0.6,1.8,4,736,280,38.0,-72.27,-0.0982,0.924,12,-0.0353
LDO,COMBINED,0.6,2.0,1,977,425,43.5,-109.6,-0.1122,0.874,11,-0.0536
LDO,COMBINED,0.6,2.0,2,797,310,38.9,-111.79,-0.1403,0.876,12,-0.0559
LDO,COMBINED,0.6,2.0,3,747,275,36.8,-111.17,-0.1488,0.884,11,-0.0539
LDO,COMBINED,0.6,2.0,4,720,267,37.1,-50.82,-0.0706,0.946,12,-0.0244
LDO,COMBINED,0.6,2.5,1,977,422,43.2,-105.22,-0.1077,0.88,11,-0.05
LDO,COMBINED,0.6,2.5,2,789,300,38.0,-133.0,-0.1686,0.851,12,-0.0658
LDO,COMBINED,0.6,2.5,3,730,262,35.9,-123.33,-0.1689,0.87,14,-0.0588
LDO,COMBINED,0.6,2.5,4,693,240,34.6,-76.32,-0.1101,0.919,12,-0.036
LDO,COMBINED,0.7,1.0,1,1015,480,47.3,-90.56,-0.0892,0.896,7,-0.0456
LDO,COMBINED,0.7,1.0,2,853,419,49.1,-15.55,-0.0182,0.982,10,-0.008
LDO,COMBINED,0.7,1.0,3,815,404,49.6,-68.91,-0.0846,0.928,8,-0.0344
LDO,COMBINED,0.7,1.0,4,798,400,50.1,-62.46,-0.0783,0.936,8,-0.0307
LDO,COMBINED,0.7,1.2,1,1015,473,46.6,-70.38,-0.0693,0.92,8,-0.034
LDO,COMBINED,0.7,1.2,2,829,382,46.1,-36.89,-0.0445,0.958,10,-0.0187
LDO,COMBINED,0.7,1.2,3,781,354,45.3,-95.1,-0.1218,0.903,8,-0.0467
LDO,COMBINED,0.7,1.2,4,765,355,46.4,-51.94,-0.0679,0.948,8,-0.0249
LDO,COMBINED,0.7,1.5,1,1015,469,46.2,-47.22,-0.0465,0.947,8,-0.0218
LDO,COMBINED,0.7,1.5,2,808,347,42.9,-52.13,-0.0645,0.942,10,-0.0254
LDO,COMBINED,0.7,1.5,3,756,317,41.9,-100.31,-0.1327,0.9,10,-0.0471
LDO,COMBINED,0.7,1.5,4,733,312,42.6,-70.28,-0.0959,0.93,8,-0.0327
LDO,COMBINED,0.7,1.8,1,1015,463,45.6,-52.12,-0.0513,0.941,8,-0.0236
LDO,COMBINED,0.7,1.8,2,800,335,41.9,-79.73,-0.0997,0.912,10,-0.0385
LDO,COMBINED,0.7,1.8,3,740,300,40.5,-74.89,-0.1012,0.924,11,-0.034
LDO,COMBINED,0.7,1.8,4,704,287,40.8,-56.15,-0.0798,0.944,12,-0.0255
LDO,COMBINED,0.7,2.0,1,1015,462,45.5,-35.98,-0.0354,0.959,8,-0.0158
LDO,COMBINED,0.7,2.0,2,796,331,41.6,-76.67,-0.0963,0.915,10,-0.0363
LDO,COMBINED,0.7,2.0,3,731,295,40.4,-56.64,-0.0775,0.942,11,-0.0253
LDO,COMBINED,0.7,2.0,4,693,280,40.4,-27.71,-0.04,0.972,12,-0.0123
LDO,COMBINED,0.7,2.5,1,1015,461,45.4,-31.35,-0.0309,0.965,8,-0.0136
LDO,COMBINED,0.7,2.5,2,793,324,40.9,-87.68,-0.1106,0.903,10,-0.0404
LDO,COMBINED,0.7,2.5,3,718,282,39.3,-108.34,-0.1509,0.889,11,-0.0483
LDO,COMBINED,0.7,2.5,4,673,252,37.4,-118.46,-0.176,0.881,12,-0.0527
LDO,COMBINED,0.8,1.0,1,1036,490,47.3,-87.61,-0.0846,0.904,8,-0.041
LDO,COMBINED,0.8,1.0,2,838,405,48.3,-50.48,-0.0602,0.946,10,-0.0244
LDO,COMBINED,0.8,1.0,3,796,388,48.7,-81.44,-0.1023,0.92,8,-0.0379
LDO,COMBINED,0.8,1.0,4,769,378,49.2,-76.21,-0.0991,0.927,8,-0.035
LDO,COMBINED,0.8,1.2,1,1036,486,46.9,-55.12,-0.0532,0.94,8,-0.0247
LDO,COMBINED,0.8,1.2,2,824,368,44.7,-113.88,-0.1382,0.881,10,-0.0538
LDO,COMBINED,0.8,1.2,3,768,345,44.9,-123.49,-0.1608,0.882,8,-0.0561
LDO,COMBINED,0.8,1.2,4,737,336,45.6,-86.28,-0.1171,0.919,8,-0.0387
LDO,COMBINED,0.8,1.5,1,1036,481,46.4,-47.18,-0.0455,0.949,8,-0.0204
LDO,COMBINED,0.8,1.5,2,809,347,42.9,-101.73,-0.1257,0.895,10,-0.046
LDO,COMBINED,0.8,1.5,3,747,323,43.2,-79.2,-0.106,0.924,11,-0.0344
LDO,COMBINED,0.8,1.5,4,707,309,43.7,-36.78,-0.052,0.965,9,-0.0159
LDO,COMBINED,0.8,1.8,1,1036,477,46.0,-45.97,-0.0444,0.95,8,-0.0194
LDO,COMBINED,0.8,1.8,2,804,340,42.3,-146.69,-0.1825,0.848,10,-0.0668
LDO,COMBINED,0.8,1.8,3,729,309,42.4,-90.39,-0.124,0.912,11,-0.0391
LDO,COMBINED,0.8,1.8,4,680,283,41.6,-75.1,-0.1104,0.927,9,-0.0327
LDO,COMBINED,0.8,2.0,1,1036,477,46.0,-42.64,-0.0412,0.954,8,-0.0179
LDO,COMBINED,0.8,2.0,2,802,334,41.6,-141.45,-0.1764,0.855,10,-0.0628
LDO,COMBINED,0.8,2.0,3,724,305,42.1,-92.24,-0.1274,0.91,11,-0.0393
LDO,COMBINED,0.8,2.0,4,672,266,39.6,-107.87,-0.1605,0.898,9,-0.046
LDO,COMBINED,0.8,2.5,1,1036,477,46.0,-31.84,-0.0307,0.966,8,-0.0131
LDO,COMBINED,0.8,2.5,2,797,336,42.2,-89.7,-0.1125,0.906,10,-0.0385
LDO,COMBINED,0.8,2.5,3,716,298,41.6,-75.73,-0.1058,0.925,11,-0.0314
LDO,COMBINED,0.8,2.5,4,657,254,38.7,-135.83,-0.2067,0.87,9,-0.0573
LDO,COMBINED,0.9,1.0,1,1063,503,47.3,-56.38,-0.053,0.94,8,-0.0247
LDO,COMBINED,0.9,1.0,2,835,398,47.7,-64.65,-0.0774,0.932,10,-0.0298
LDO,COMBINED,0.9,1.0,3,772,371,48.1,-81.81,-0.106,0.922,8,-0.0363
LDO,COMBINED,0.9,1.0,4,737,369,50.1,-54.65,-0.0742,0.949,7,-0.024
LDO,COMBINED,0.9,1.2,1,1063,500,47.0,-40.54,-0.0381,0.957,8,-0.0172
LDO,COMBINED,0.9,1.2,2,818,369,45.1,-74.59,-0.0912,0.922,10,-0.0336
LDO,COMBINED,0.9,1.2,3,748,341,45.6,-82.91,-0.1108,0.921,8,-0.0358
LDO,COMBINED,0.9,1.2,4,710,334,47.0,-64.87,-0.0914,0.94,7,-0.0279
LDO,COMBINED,0.9,1.5,1,1063,494,46.5,-36.94,-0.0348,0.961,8,-0.0152
LDO,COMBINED,0.9,1.5,2,810,357,44.1,-98.9,-0.1221,0.898,10,-0.0435
LDO,COMBINED,0.9,1.5,3,732,321,43.9,-61.89,-0.0846,0.941,11,-0.0258
LDO,COMBINED,0.9,1.5,4,683,309,45.2,-45.79,-0.067,0.957,7,-0.0191
LDO,COMBINED,0.9,1.8,1,1063,493,46.4,-33.36,-0.0314,0.965,8,-0.0135
LDO,COMBINED,0.9,1.8,2,804,352,43.8,-103.32,-0.1285,0.893,10,-0.0448
LDO,COMBINED,0.9,1.8,3,719,314,43.7,-81.39,-0.1132,0.921,11,-0.034
LDO,COMBINED,0.9,1.8,4,667,285,42.7,-67.53,-0.1012,0.937,7,-0.0278
LDO,COMBINED,0.9,2.0,1,1063,493,46.4,-15.51,-0.0146,0.984,8,-0.0061
LDO,COMBINED,0.9,2.0,2,801,353,44.1,-65.9,-0.0823,0.931,10,-0.0279
LDO,COMBINED,0.9,2.0,3,714,312,43.7,-80.7,-0.113,0.921,11,-0.0334
LDO,COMBINED,0.9,2.0,4,659,278,42.2,-92.27,-0.14,0.913,7,-0.0379
LDO,COMBINED,0.9,2.5,1,1063,493,46.4,-16.5,-0.0155,0.982,8,-0.0065
LDO,COMBINED,0.9,2.5,2,797,352,44.2,-27.8,-0.0349,0.971,10,-0.0114
LDO,COMBINED,0.9,2.5,3,708,305,43.1,-52.95,-0.0748,0.948,11,-0.0211
LDO,COMBINED,0.9,2.5,4,646,269,41.6,-77.06,-0.1193,0.927,7,-0.0308
LDO,COMBINED,1.0,1.0,1,1078,512,47.5,-29.78,-0.0276,0.968,8,-0.0124
LDO,COMBINED,1.0,1.0,2,832,395,47.5,-62.05,-0.0746,0.936,11,-0.0275
LDO,COMBINED,1.0,1.0,3,760,368,48.4,-55.47,-0.073,0.948,8,-0.0235
